Facility|MS-DRG |Expected  Payment
LMC|497|9,899.47
LMC|498|16,296.97
LMC|499|7,818.39
LMC|500|20,003.56
LMC|501|11,263.54
LMC|502|8,928.21
LMC|503|18,051.89
LMC|504|11,645.90
LMC|505|11,286.43
LMC|506|9,045.21
LMC|507|14,021.77
LMC|508|10,481.83
LMC|509|9,392.28
LMC|510|18,518.57
LMC|511|12,611.28
LMC|512|10,190.32
LMC|513|10,604.06
LMC|514|7,268.70
LMC|515|20,910.76
LMC|516|12,970.12
LMC|517|9,546.52
LMC|518|22,574.85
LMC|519|12,771.42
LMC|520|9,041.28
LMC|533|9,834.76
LMC|534|5,379.79
LMC|535|8,316.43
LMC|536|5,253.64
LMC|537|6,249.74
LMC|538|5,008.54
LMC|539|12,617.83
LMC|540|8,792.92
LMC|541|6,222.28
LMC|542|12,223.04
LMC|543|7,200.07
LMC|544|5,252.98
LMC|545|16,819.20
LMC|546|8,161.51
LMC|547|5,590.90
LMC|548|13,259.01
LMC|549|8,094.21
LMC|550|5,943.19
LMC|551|10,684.46
LMC|552|6,256.29
LMC|553|8,698.14
LMC|554|5,441.21
LMC|555|8,892.91
LMC|556|5,471.28
LMC|557|9,826.92
LMC|558|5,926.20
LMC|559|12,072.70
LMC|560|7,116.42
LMC|561|5,181.09
LMC|562|9,100.77
LMC|563|5,877.84
LMC|564|10,178.55
LMC|565|6,704.64
LMC|566|5,248.41
LMC|570|19,075.43
LMC|571|11,226.30
LMC|572|7,627.55
LMC|573|35,037.15
LMC|574|20,700.31
LMC|575|11,779.89
LMC|576|31,990.68
LMC|577|16,084.53
LMC|578|10,932.82
LMC|579|19,813.35
LMC|580|10,810.61
LMC|581|8,497.49
LMC|582|10,614.51
LMC|583|9,847.83
LMC|584|12,246.58
LMC|585|11,389.69
LMC|592|11,958.33
LMC|593|7,798.13
LMC|594|5,588.29
LMC|595|13,581.23
LMC|596|6,662.81
LMC|597|11,360.93
LMC|598|7,411.20
LMC|599|4,841.21
LMC|600|6,565.43
LMC|601|4,340.57
LMC|602|9,641.28
LMC|603|5,809.21
LMC|604|9,868.09
LMC|605|6,019.67
LMC|606|10,070.71
LMC|607|5,695.48
LMC|614|16,200.23
LMC|615|9,996.20
LMC|616|26,445.50
LMC|617|13,703.46
LMC|618|8,495.53
LMC|619|20,417.29
LMC|620|12,025.64
LMC|621|10,570.72
LMC|622|24,972.93
LMC|623|13,058.35
LMC|624|7,498.78
LMC|625|19,414.67
LMC|626|11,294.91
LMC|627|7,758.26
LMC|628|24,409.51
LMC|629|15,478.00
LMC|630|9,765.48
LMC|637|9,353.06
LMC|638|6,074.57
LMC|639|4,303.95
LMC|640|8,232.12
LMC|641|5,241.22
LMC|642|8,242.57
LMC|643|10,920.41
LMC|644|7,015.78
LMC|645|5,297.43
LMC|652|22,419.93
LMC|653|36,482.92
LMC|654|18,676.75
LMC|655|13,775.99
LMC|656|21,607.50
LMC|657|12,938.08
LMC|658|10,556.99
LMC|659|17,811.37
LMC|660|9,581.82
LMC|661|7,421.00
LMC|662|20,980.70
LMC|663|10,253.06
LMC|664|7,528.85
LMC|665|19,698.33
LMC|666|11,858.98
LMC|667|6,431.44
LMC|668|18,520.53
LMC|669|10,398.82
LMC|670|6,692.88
LMC|671|12,241.34
LMC|672|7,049.10
LMC|673|23,659.84
LMC|674|16,271.48
LMC|675|10,962.88
LMC|682|9,956.33
LMC|683|6,160.83
LMC|684|4,317.68
LMC|686|11,774.01
LMC|687|7,175.89
LMC|688|5,337.31
LMC|689|7,607.27
LMC|690|5,464.76
LMC|693|9,141.29
LMC|694|5,135.34
LMC|695|7,958.26
LMC|696|4,736.63
LMC|697|6,661.51
LMC|698|10,875.31
LMC|699|7,045.83
LMC|700|5,143.83
LMC|707|12,517.80
LMC|708|9,786.40
LMC|709|16,019.18
LMC|710|10,334.12
LMC|711|14,304.12
LMC|712|6,964.13
LMC|713|9,851.76
LMC|714|6,279.15
LMC|715|14,260.33
LMC|716|9,874.64
LMC|717|11,827.61
LMC|718|8,266.12
LMC|722|12,092.98
LMC|723|7,534.08
LMC|724|4,154.93
LMC|725|8,501.42
LMC|726|5,294.16
LMC|727|9,624.96
LMC|728|5,541.24
LMC|729|7,315.11
LMC|730|4,424.22
LMC|734|14,622.42
LMC|735|9,277.89
LMC|736|28,537.68
LMC|737|13,283.84
LMC|738|9,308.62
LMC|739|24,770.30
LMC|740|11,962.26
LMC|741|8,985.73
LMC|742|11,338.71
LMC|743|7,802.70
LMC|744|11,672.04
LMC|745|7,258.90
LMC|746|10,956.35
LMC|747|6,388.94
LMC|748|8,934.75
LMC|749|17,238.81
LMC|750|8,996.83
LMC|754|11,811.92
LMC|755|6,987.66
LMC|756|6,026.86
LMC|757|9,579.20
LMC|758|6,605.95
LMC|759|4,611.80
LMC|760|6,194.83
LMC|761|3,991.53
LMC|768|6,881.12
LMC|769|9,727.56
LMC|770|5,435.34
LMC|776|4,935.98
LMC|779|7,758.91
LMC|783|14,314.58
LMC|784|7,127.53
LMC|785|5,906.59
LMC|786|11,502.11
LMC|787|7,129.49
LMC|788|6,219.01
LMC|789|11,341.99
LMC|790|36,721.49
LMC|791|25,173.59
LMC|792|15,306.11
LMC|793|25,850.06
LMC|794|9,340.63
LMC|795|1,520.26
LMC|796|13,187.11
LMC|797|5,935.35
LMC|798|5,935.35
LMC|799|32,612.28
LMC|800|18,871.51
LMC|801|12,539.39
LMC|802|20,900.30
LMC|803|11,940.68
LMC|804|9,202.07
LMC|805|7,098.11
LMC|806|4,931.42
LMC|807|4,392.84
LMC|808|14,215.22
LMC|809|8,243.23
LMC|810|6,409.87
LMC|811|9,056.33
LMC|812|5,987.00
LMC|813|10,657.01
LMC|814|11,728.26
LMC|815|6,915.75
LMC|816|4,975.21
LMC|817|16,742.08
LMC|818|8,622.33
LMC|819|5,511.17
LMC|820|37,660.73
LMC|821|14,886.48
LMC|822|8,560.24
LMC|823|27,944.87
LMC|824|15,493.02
LMC|825|9,149.13
LMC|826|33,074.38
LMC|827|15,434.85
LMC|828|11,088.38
LMC|829|20,818.61
LMC|830|9,307.96
LMC|831|7,345.18
LMC|832|4,972.59
LMC|833|3,773.87
LMC|834|38,482.95
LMC|835|13,552.46
LMC|836|8,907.95
LMC|837|39,452.25
LMC|838|14,596.28
LMC|839|8,637.36
LMC|840|21,180.04
LMC|841|10,830.21
LMC|842|7,790.28
LMC|843|12,765.53
LMC|844|8,191.59
LMC|845|5,955.61
LMC|846|17,463.65
LMC|847|8,896.84
LMC|848|6,710.52
LMC|849|14,190.40
LMC|853|33,620.77
LMC|854|14,421.76
LMC|855|10,775.29
LMC|856|29,222.66
LMC|857|13,585.81
LMC|858|9,292.27
LMC|862|12,391.65
LMC|863|6,753.67
LMC|864|5,834.69
LMC|865|9,402.73
LMC|866|5,647.12
LMC|867|14,578.63
LMC|868|7,466.09
LMC|869|5,149.07
LMC|870|41,632.02
LMC|871|12,494.29
LMC|872|7,088.97
LMC|876|24,087.30
LMC|880|5,896.78
LMC|881|5,651.03
LMC|882|5,458.22
LMC|883|9,032.13
LMC|884|9,694.89
LMC|885|8,239.97
LMC|886|9,090.97
LMC|887|7,407.92
LMC|894|4,089.56
LMC|895|10,929.55
LMC|896|11,536.10
LMC|897|5,667.39
LMC|901|28,578.87
LMC|902|13,151.79
LMC|903|7,773.30
LMC|904|23,416.68
LMC|905|11,174.65
LMC|906|11,674.66
LMC|907|26,372.30
LMC|908|13,780.57
LMC|909|8,915.13
LMC|913|9,945.23
LMC|914|5,928.16
LMC|915|11,401.45
LMC|916|4,434.66
LMC|917|9,859.60
LMC|918|5,420.32
LMC|919|12,226.29
LMC|920|6,881.12
LMC|921|4,809.84
LMC|922|10,777.26
LMC|923|5,953.00
LMC|927|130,647.90
LMC|928|40,786.27
LMC|929|19,521.86
LMC|933|20,820.57
LMC|934|12,124.99
LMC|935|12,925.67
LMC|939|24,181.40
LMC|940|15,144.64
LMC|941|12,915.21
LMC|945|9,807.95
LMC|946|7,400.74
LMC|947|8,121.66
LMC|948|5,391.55
LMC|949|7,413.15
LMC|950|5,138.61
LMC|951|4,129.45
LMC|955|40,038.54
LMC|956|25,938.95
LMC|957|49,536.72
LMC|958|27,688.01
LMC|959|18,600.27
LMC|963|18,107.46
LMC|964|10,057.65
LMC|965|6,290.26
LMC|969|38,222.82
LMC|970|19,361.73
LMC|974|17,772.80
LMC|975|9,067.42
LMC|976|6,271.32
LMC|977|8,796.18
LMC|981|29,647.50
LMC|982|16,231.61
LMC|983|10,996.20
LMC|987|22,085.29
LMC|988|11,526.95
LMC|989|7,828.20
LMC|998|#VALUE!
LMC|999|#VALUE!
SRGA|1|178356.5175
SRGA|2|91814.1425
SRGA|3|123204.0525
SRGA|4|76120.4725
SRGA|5|68298.0975
SRGA|6|33727.4075
SRGA|7|71307.345
SRGA|8|38456.0325
SRGA|10|28035.535
SRGA|11|34184.2575
SRGA|12|26751.375
SRGA|13|18181.8025
SRGA|14|83815.1325
SRGA|16|46519.8625
SRGA|17|31030.15
SRGA|20|71527.81
SRGA|21|55342.3575
SRGA|22|34108.0125
SRGA|23|38462.395
SRGA|24|28292.22
SRGA|25|30694.035
SRGA|26|22124.42
SRGA|27|18000.0525
SRGA|28|38292.7475
SRGA|29|23148.6775
SRGA|30|17208.355
SRGA|31|30566.95
SRGA|32|16700.0475
SRGA|33|13578.975
SRGA|34|26622.4025
SRGA|35|17399.6125
SRGA|36|13897.315
SRGA|37|23379.34
SRGA|38|13415.67
SRGA|39|9959.74
SRGA|40|27808.6875
SRGA|41|17839.945
SRGA|42|14515.5425
SRGA|52|13121.4975
SRGA|53|8910.0775
SRGA|54|11286.4475
SRGA|55|9036.5125
SRGA|56|16701.955
SRGA|57|10464.8825
SRGA|58|15191.6
SRGA|59|9700.4975
SRGA|60|8373.7975
SRGA|61|20521.325
SRGA|62|15550.605
SRGA|63|13451.25
SRGA|64|14683.92
SRGA|65|9301.4775
SRGA|66|7327.2925
SRGA|67|12076.8975
SRGA|68|8511.6675
SRGA|69|7729.5075
SRGA|70|13401.06
SRGA|71|9091.8075
SRGA|72|7463.905
SRGA|73|11766.1875
SRGA|74|9049.855
SRGA|75|12989.9475
SRGA|76|8505.965
SRGA|77|12572.4825
SRGA|78|8884.015
SRGA|79|7480.42
SRGA|80|14947.625
SRGA|81|8357.28
SRGA|82|17079.375
SRGA|83|11099.6575
SRGA|84|8472.9125
SRGA|85|17041.2475
SRGA|86|10636.435
SRGA|87|8103.7625
SRGA|88|11597.7975
SRGA|89|9038.42
SRGA|90|8161.58
SRGA|91|12716.095
SRGA|92|8910.0775
SRGA|93|7608.145
SRGA|94|25549.215
SRGA|95|18066.1525
SRGA|96|17144.8125
SRGA|97|25492.6625
SRGA|98|15193.5175
SRGA|99|10919.835
SRGA|100|14337
SRGA|101|8381.4375
SRGA|102|10349.2425
SRGA|103|7851.51
SRGA|113|16318.8025
SRGA|114|10337.8075
SRGA|115|12213.49
SRGA|116|14786.8575
SRGA|117|9739.8925
SRGA|121|10827.0725
SRGA|122|7680.575
SRGA|123|7732.6825
SRGA|124|11599.715
SRGA|125|7787.3275
SRGA|129|17317.655
SRGA|130|11956.805
SRGA|131|19859.2375
SRGA|132|12871.1425
SRGA|133|16412.845
SRGA|134|10454.0875
SRGA|135|17287.7975
SRGA|136|10332.715
SRGA|137|11243.2475
SRGA|138|8244.8075
SRGA|139|10614.195
SRGA|146|15025.7775
SRGA|147|10656.1475
SRGA|148|7603.0625
SRGA|149|7413.075
SRGA|150|10977.645
SRGA|151|7213.55
SRGA|152|9373.27
SRGA|153|7259.935
SRGA|154|11902.1475
SRGA|155|8497.0675
SRGA|156|6930.17
SRGA|157|12702.125
SRGA|158|8277.86
SRGA|159|7047.1
SRGA|163|33738.8525
SRGA|164|18857.22
SRGA|165|14521.255
SRGA|166|26476.255
SRGA|167|14935.5425
SRGA|168|11201.3175
SRGA|175|11949.175
SRGA|176|8162.21
SRGA|177|14788.1375
SRGA|178|10671.3975
SRGA|179|8274.665
SRGA|180|13731.465
SRGA|181|10091.2875
SRGA|182|8126.63
SRGA|183|12360.915
SRGA|184|9241.1125
SRGA|185|7435.3025
SRGA|186|12575.05
SRGA|187|9302.7475
SRGA|188|7415.62
SRGA|189|10496.02
SRGA|190|10040.4475
SRGA|191|8444.3325
SRGA|192|7277.73
SRGA|193|11244.5175
SRGA|194|8417.6475
SRGA|195|7105.5375
SRGA|196|13416.9375
SRGA|197|9262.0825
SRGA|198|7568.75
SRGA|199|14171.1575
SRGA|200|9647.1325
SRGA|201|7333.6525
SRGA|202|8795.0775
SRGA|203|7179.885
SRGA|204|7934.095
SRGA|205|13155.15
SRGA|206|8315.34
SRGA|207|39215.345
SRGA|208|18555.3975
SRGA|215|84649.4325
SRGA|216|66580.6175
SRGA|217|45035.5825
SRGA|218|37091.835
SRGA|219|52587.27
SRGA|220|36485.0425
SRGA|221|31975.625
SRGA|222|55792.8575
SRGA|223|40913.76
SRGA|224|49766.7525
SRGA|225|38663.815
SRGA|226|45264.955
SRGA|227|35997.675
SRGA|228|42714.475
SRGA|229|28853.905
SRGA|231|54947.1425
SRGA|232|40809.545
SRGA|233|52134.875
SRGA|234|35852.1775
SRGA|235|40162.0875
SRGA|236|28372.28
SRGA|239|32442.6325
SRGA|240|20308.4575
SRGA|241|12406.045
SRGA|242|26351.7275
SRGA|243|18843.23
SRGA|244|15958.53
SRGA|245|35861.7225
SRGA|246|22931.3775
SRGA|247|15699.9175
SRGA|248|22446.5775
SRGA|249|14949.5125
SRGA|250|18974.7575
SRGA|251|13465.2425
SRGA|252|23615.065
SRGA|253|19333.7525
SRGA|254|14336.36
SRGA|255|19606.995
SRGA|256|13678.0875
SRGA|257|9979.4525
SRGA|258|22206.4075
SRGA|259|16004.2875
SRGA|260|26278.6675
SRGA|261|15152.2125
SRGA|262|13430.93
SRGA|263|17761.1525
SRGA|264|23345.665
SRGA|265|22604.15
SRGA|266|48020.6725
SRGA|267|38834.11
SRGA|268|45867.9525
SRGA|269|29880.0875
SRGA|270|35241.57
SRGA|271|25315.3975
SRGA|272|19300.08
SRGA|273|26346.645
SRGA|274|22848.7825
SRGA|280|13134.1975
SRGA|281|8926.585
SRGA|282|7460.09
SRGA|283|14206.7475
SRGA|284|7380.04
SRGA|285|6061.58
SRGA|286|16733.72
SRGA|287|10092.535
SRGA|288|19656.5475
SRGA|289|13343.24
SRGA|290|9129.275
SRGA|291|11322.6575
SRGA|292|8525.01
SRGA|293|6935.265
SRGA|294|10853.1175
SRGA|295|6437.74
SRGA|296|12749.76
SRGA|297|7365.42
SRGA|298|5968.8075
SRGA|299|11982.8575
SRGA|300|9300.84
SRGA|301|7383.215
SRGA|302|9775.495
SRGA|303|7064.875
SRGA|304|9706.8575
SRGA|305|7419.425
SRGA|306|11759.1875
SRGA|307|8376.975
SRGA|308|10318.115
SRGA|309|7577.0175
SRGA|310|6325.275
SRGA|311|7123.9725
SRGA|312|7960.16
SRGA|313|7316.4975
SRGA|314|15666.8725
SRGA|315|8937.4
SRGA|316|7487.4125
SRGA|319|28827.24
SRGA|320|17688.7225
SRGA|326|36260.1125
SRGA|327|19119.6375
SRGA|328|12779.01
SRGA|329|33951.7075
SRGA|330|18826.7225
SRGA|331|13504.6375
SRGA|332|24958.93
SRGA|333|17151.805
SRGA|334|12558.5225
SRGA|335|28473.9475
SRGA|336|17170.8775
SRGA|337|13190.1025
SRGA|338|21262.19
SRGA|339|13675.55
SRGA|340|10634.5375
SRGA|341|19025.5975
SRGA|342|13003.31
SRGA|343|10088.7325
SRGA|344|21802.295
SRGA|345|13149.4375
SRGA|346|10921.7325
SRGA|347|19523.1
SRGA|348|11726.1525
SRGA|349|9004.1175
SRGA|350|18270.73
SRGA|351|12037.5025
SRGA|352|9613.4675
SRGA|353|21623.0925
SRGA|354|13713.6775
SRGA|355|11491.675
SRGA|356|28677.9175
SRGA|357|17070.465
SRGA|358|11487.2325
SRGA|368|14866.9075
SRGA|369|9526.4075
SRGA|370|7519.8275
SRGA|371|13735.28
SRGA|372|9268.435
SRGA|373|7484.875
SRGA|374|15463.555
SRGA|375|10442.6525
SRGA|376|9133.73
SRGA|377|14017.39
SRGA|378|9049.855
SRGA|379|6874.2575
SRGA|380|14765.2575
SRGA|381|9612.83
SRGA|382|7800.03
SRGA|383|11198.78
SRGA|384|8300.73
SRGA|385|13003.31
SRGA|386|9031.43
SRGA|387|7223.725
SRGA|388|12461.945
SRGA|389|8106.9375
SRGA|390|6454.2675
SRGA|391|10618.65
SRGA|392|7610.0625
SRGA|393|13093.515
SRGA|394|8732.1625
SRGA|395|6929.5425
SRGA|405|37255.77
SRGA|406|20504.7975
SRGA|407|16027.785
SRGA|408|25414.52
SRGA|409|17981.6375
SRGA|410|13319.0825
SRGA|411|27109.75
SRGA|412|17874.885
SRGA|413|13047.7775
SRGA|414|24479.2125
SRGA|415|15807.95
SRGA|416|11351.27
SRGA|417|18089.03
SRGA|418|13375.625
SRGA|419|11074.88
SRGA|420|24596.12
SRGA|421|14470.445
SRGA|422|11695.665
SRGA|423|29700.915
SRGA|424|17076.8375
SRGA|425|12057.825
SRGA|432|14357.32
SRGA|433|9328.8
SRGA|434|6837.4075
SRGA|435|13554.8275
SRGA|436|9924.17
SRGA|437|8349.6525
SRGA|438|13181.2025
SRGA|439|8154.59
SRGA|440|6683.0125
SRGA|441|14529.5125
SRGA|442|8702.305
SRGA|443|7094.105
SRGA|444|13103.69
SRGA|445|9598.8375
SRGA|446|7935.3725
SRGA|453|62543.31
SRGA|454|41689.58
SRGA|455|33355.0725
SRGA|456|60473.1875
SRGA|457|44156.825
SRGA|458|32596.4
SRGA|459|46308.915
SRGA|460|27935.77
SRGA|461|36948.2425
SRGA|462|22700.0975
SRGA|463|35988.7875
SRGA|464|21532.8675
SRGA|465|14940.635
SRGA|466|35171.0375
SRGA|467|25087.2825
SRGA|468|20639.5
SRGA|469|22722.3375
SRGA|470|15278.66
SRGA|471|34505.785
SRGA|472|22097.11
SRGA|473|18735.2175
SRGA|474|27392.5125
SRGA|475|16121.185
SRGA|476|10171.9675
SRGA|477|23455.585
SRGA|478|17494.2825
SRGA|479|14095.5425
SRGA|480|21950.97
SRGA|481|16037.3225
SRGA|482|13225.6825
SRGA|483|17970.8325
SRGA|485|23606.165
SRGA|486|16436.3525
SRGA|487|12983.6075
SRGA|488|15283.7425
SRGA|489|10771.15
SRGA|492|24662.8475
SRGA|493|17398.335
SRGA|494|14281.075
SRGA|495|24582.14
SRGA|496|15736.7775
SRGA|497|12107.385
SRGA|498|18326.6525
SRGA|499|10084.2875
SRGA|500|21930
SRGA|501|13433.455
SRGA|502|11163.19
SRGA|503|20032.6975
SRGA|504|13805.1725
SRGA|505|13455.705
SRGA|506|11276.9225
SRGA|507|16114.835
SRGA|508|12673.525
SRGA|509|11614.3375
SRGA|510|20486.3725
SRGA|511|14743.6575
SRGA|512|12390.155
SRGA|513|12792.35
SRGA|514|9549.925
SRGA|515|22811.9125
SRGA|516|15092.485
SRGA|517|11764.28
SRGA|518|24429.65
SRGA|519|14899.3325
SRGA|520|11273.1075
SRGA|533|12044.4725
SRGA|534|7713.62
SRGA|535|10568.46
SRGA|536|7590.9775
SRGA|537|8559.3325
SRGA|538|7352.7175
SRGA|539|14750.01
SRGA|540|11031.67
SRGA|541|8532.65
SRGA|542|14366.2375
SRGA|543|9483.1975
SRGA|544|7590.35
SRGA|545|18834.3425
SRGA|546|10417.8575
SRGA|547|7918.8575
SRGA|548|15373.3275
SRGA|549|10352.4175
SRGA|550|8261.3225
SRGA|551|12870.5025
SRGA|552|8565.6825
SRGA|553|10939.5375
SRGA|554|7773.3475
SRGA|555|11128.8775
SRGA|556|7802.5675
SRGA|557|12036.8625
SRGA|558|8244.8075
SRGA|559|14220.09
SRGA|560|9401.88
SRGA|561|7520.455
SRGA|562|11330.9275
SRGA|563|8197.79
SRGA|564|12378.7125
SRGA|565|9001.5625
SRGA|566|7585.905
SRGA|570|21027.735
SRGA|571|13397.245
SRGA|572|9898.7425
SRGA|573|36544.77
SRGA|574|22607.325
SRGA|575|13935.4325
SRGA|576|33583.1875
SRGA|577|18120.1575
SRGA|578|13111.95
SRGA|579|21745.085
SRGA|580|12993.1325
SRGA|581|10744.4675
SRGA|582|12802.505
SRGA|583|12057.185
SRGA|584|14389.1075
SRGA|585|13556.085
SRGA|592|14108.8825
SRGA|593|10064.585
SRGA|594|7916.31
SRGA|595|15686.5875
SRGA|596|8960.9075
SRGA|597|13528.145
SRGA|598|9688.435
SRGA|599|7190.0525
SRGA|600|8866.23
SRGA|601|6703.345
SRGA|602|11856.4125
SRGA|603|8131.0825
SRGA|604|12076.8975
SRGA|605|8335.66
SRGA|606|12273.855
SRGA|607|8020.525
SRGA|614|18232.6125
SRGA|615|12201.435
SRGA|616|28192.4775
SRGA|617|15805.3925
SRGA|618|10742.56
SRGA|619|22332.215
SRGA|620|14174.3325
SRGA|621|12759.955
SRGA|622|26760.9225
SRGA|623|15178.2575
SRGA|624|9773.5875
SRGA|625|21357.51
SRGA|626|13463.975
SRGA|627|10025.8375
SRGA|628|26213.2075
SRGA|629|17530.5025
SRGA|630|11977.145
SRGA|637|11576.2
SRGA|638|8389.0475
SRGA|639|6667.7525
SRGA|640|10486.4925
SRGA|641|7578.925
SRGA|642|10496.6475
SRGA|643|13099.885
SRGA|644|9304.025
SRGA|645|7633.56
SRGA|652|24279.0675
SRGA|653|37950.27
SRGA|654|20640.15
SRGA|655|15875.935
SRGA|656|23489.2575
SRGA|657|15061.36
SRGA|658|12746.595
SRGA|659|19798.88
SRGA|660|11798.5825
SRGA|661|9697.96
SRGA|662|22879.9175
SRGA|663|12451.1425
SRGA|664|9802.7975
SRGA|665|21633.26
SRGA|666|14012.3175
SRGA|667|8735.9775
SRGA|668|20488.28
SRGA|669|12592.845
SRGA|670|8990.1275
SRGA|671|14384.0225
SRGA|672|9336.43
SRGA|673|25484.405
SRGA|674|18301.8675
SRGA|675|13141.18
SRGA|682|12162.68
SRGA|683|8472.9125
SRGA|684|6681.105
SRGA|686|13929.7
SRGA|687|9459.69
SRGA|688|7672.315
SRGA|689|9879.0625
SRGA|690|7796.215
SRGA|693|11370.3225
SRGA|694|7475.9875
SRGA|695|10220.26
SRGA|696|7088.3925
SRGA|697|8959.63
SRGA|698|13056.0375
SRGA|699|9333.265
SRGA|700|7484.245
SRGA|707|14652.7925
SRGA|708|11997.4775
SRGA|709|18056.615
SRGA|710|12529.9425
SRGA|711|16389.325
SRGA|712|9253.8225
SRGA|713|12061.01
SRGA|714|8587.9125
SRGA|715|16346.755
SRGA|716|12083.25
SRGA|717|13981.82
SRGA|718|10519.5175
SRGA|722|14239.7725
SRGA|723|9807.89
SRGA|724|6522.8825
SRGA|725|10748.2725
SRGA|726|7630.385
SRGA|727|11840.525
SRGA|728|7870.5625
SRGA|729|9595.0425
SRGA|730|6784.6625
SRGA|734|16698.77
SRGA|735|11503.11
SRGA|736|30226.38
SRGA|737|15397.485
SRGA|738|11532.9875
SRGA|739|26563.945
SRGA|740|14112.7075
SRGA|741|11219.1125
SRGA|742|13506.525
SRGA|743|10069.04
SRGA|744|13830.5775
SRGA|745|9540.3875
SRGA|746|13134.8275
SRGA|747|8694.675
SRGA|748|11169.55
SRGA|749|19242.26
SRGA|750|11229.8975
SRGA|754|13966.55
SRGA|755|9276.7025
SRGA|756|8342.6725
SRGA|757|11796.045
SRGA|758|8905.615
SRGA|759|6967.03
SRGA|760|8505.965
SRGA|761|6364.0325
SRGA|768|9173.135
SRGA|769|11940.265
SRGA|770|7767.625
SRGA|776|7282.185
SRGA|779|10026.4575
SRGA|783|16399.4925
SRGA|784|9412.675
SRGA|785|8225.7525
SRGA|786|13665.385
SRGA|787|9414.5825
SRGA|788|8529.4625
SRGA|789|13509.7
SRGA|790|38182.18
SRGA|791|26955.9825
SRGA|792|17363.3925
SRGA|793|27613.615
SRGA|794|11564.115
SRGA|795|3961.5975
SRGA|796|15303.445
SRGA|797|8253.715
SRGA|798|8253.715
SRGA|799|34187.4425
SRGA|800|20829.4775
SRGA|801|14673.765
SRGA|802|22801.7575
SRGA|803|14091.7375
SRGA|804|11429.4225
SRGA|805|9384.075
SRGA|806|7277.73
SRGA|807|6754.1625
SRGA|808|16302.925
SRGA|809|10497.2975
SRGA|810|8715.0075
SRGA|811|11287.7275
SRGA|812|8303.905
SRGA|813|12843.81
SRGA|814|13885.2225
SRGA|815|9206.81
SRGA|816|7320.3125
SRGA|817|18759.375
SRGA|818|10865.83
SRGA|819|7841.3225
SRGA|820|39095.24
SRGA|821|16955.475
SRGA|822|10805.4625
SRGA|823|29650.065
SRGA|824|17545.1225
SRGA|825|11377.9525
SRGA|826|34636.6725
SRGA|827|17488.58
SRGA|828|13263.19
SRGA|829|22722.3375
SRGA|830|11532.36
SRGA|831|9624.2525
SRGA|832|7317.765
SRGA|833|6152.445
SRGA|834|39894.5775
SRGA|835|15658.605
SRGA|836|11143.495
SRGA|837|40836.8675
SRGA|838|16673.345
SRGA|839|10880.4275
SRGA|840|23073.71
SRGA|841|13012.1975
SRGA|842|10056.965
SRGA|843|14893.6
SRGA|844|10447.0975
SRGA|845|8273.3875
SRGA|846|19460.8375
SRGA|847|11132.69
SRGA|848|9007.285
SRGA|849|16278.7675
SRGA|853|35167.86
SRGA|854|16503.7075
SRGA|855|12958.83
SRGA|856|30892.26
SRGA|857|15691.03
SRGA|858|11517.12
SRGA|862|14530.1525
SRGA|863|9049.2275
SRGA|864|8155.86
SRGA|865|11624.4925
SRGA|866|7973.49
SRGA|867|16656.2075
SRGA|868|9741.81
SRGA|869|7489.33
SRGA|870|42955.9225
SRGA|871|14629.915
SRGA|872|9375.175
SRGA|876|25899.96
SRGA|880|8216.215
SRGA|881|7977.315
SRGA|882|7789.855
SRGA|883|11264.22
SRGA|884|11908.5
SRGA|885|10494.1125
SRGA|886|11321.41
SRGA|887|9685.2475
SRGA|894|6459.35
SRGA|895|13108.7625
SRGA|896|13698.43
SRGA|897|7993.195
SRGA|901|30266.405
SRGA|902|15269.1225
SRGA|903|10040.4475
SRGA|904|25248.04
SRGA|905|13347.045
SRGA|906|13833.135
SRGA|907|28121.305
SRGA|908|15880.38
SRGA|909|11150.475
SRGA|913|12151.865
SRGA|914|8246.715
SRGA|915|13567.54
SRGA|916|6794.8275
SRGA|917|12068.63
SRGA|918|7753.005
SRGA|919|14369.415
SRGA|920|9173.135
SRGA|921|7159.555
SRGA|922|12960.7275
SRGA|923|8270.87
SRGA|927|129491.935
SRGA|928|42133.7175
SRGA|929|21461.705
SRGA|933|22724.2225
SRGA|934|14270.9
SRGA|935|15049.275
SRGA|939|25991.445
SRGA|940|17206.46
SRGA|941|15039.11
SRGA|945|12018.4275
SRGA|946|9678.2675
SRGA|947|10379.09
SRGA|948|7725.065
SRGA|949|9690.3425
SRGA|950|7479.1625
SRGA|951|6498.1075
SRGA|955|41406.83
SRGA|956|27700.0275
SRGA|957|50640.4175
SRGA|958|29400.36
SRGA|959|20565.8025
SRGA|963|20086.7025
SRGA|964|12261.1425
SRGA|965|8598.7375
SRGA|969|39641.695
SRGA|970|21306.04
SRGA|974|19761.3825
SRGA|975|11298.5325
SRGA|976|8580.3025
SRGA|977|11034.835
SRGA|981|31305.28
SRGA|982|18263.12
SRGA|983|13173.585
SRGA|987|23953.7375
SRGA|988|13689.5325
SRGA|989|10093.815
SRGA|998|#VALUE!
SRGA|999|#VALUE!
SMRMC|1|217779.13
SMRMC|2|110737.39
SMRMC|3|149562.63
SMRMC|4|91326.3325
SMRMC|5|81651.0775
SMRMC|6|38891.5975
SMRMC|7|85373.115
SMRMC|8|44740.305
SMRMC|10|31851.45
SMRMC|11|39456.665
